x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,
0.03102,0.03456,0.03298,0.03323,0.0324,0.03132,0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.212880574,0.21290608,0.214253283,0.216243562,0.216073693,0.222459817,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0,"[[1, 2], [3, 4]]"
0.03456,0.03298,0.03323,0.0324,0.03132,0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.21290608,0.214253283,0.216243562,0.216073693,0.222459817,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0,"[[1, 2], [3, 4]]"
0.03298,0.03323,0.0324,0.03132,0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.214253283,0.216243562,0.216073693,0.222459817,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0,"[[1, 2], [3, 4]]"
0.03323,0.0324,0.03132,0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.216243562,0.216073693,0.222459817,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0,"[[1, 2], [3, 4]]"
0.0324,0.03132,0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.216073693,0.222459817,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,3,"[[1], [2, 3, 4]]"
0.03132,0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.222459817,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,3,"[[1], [2, 3, 4]]"
0.03894,0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.238806986,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,3,"[[1], [2, 3, 4]]"
0.04189,0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.229260136,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,3,"[[1], [2, 3, 4]]"
0.0373,0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.19253,0.230649845,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,0.246074663,3,"[[1], [2, 3, 4]]"
0.03345,0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.19253,0.17645,0.232215128,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,0.246074663,0.24697288,3,"[[1], [2, 3, 4]]"
0.03144,0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.19253,0.17645,0.15563,0.230985582,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,0.246074663,0.24697288,0.247732049,3,"[[1], [2, 3, 4]]"
0.03085,0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.19253,0.17645,0.15563,0.13025,0.222943414,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,0.246074663,0.24697288,0.247732049,0.245980502,3,"[[1], [2, 3, 4]]"
0.02792,0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.19253,0.17645,0.15563,0.13025,0.10019,0.211406082,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,0.246074663,0.24697288,0.247732049,0.245980502,0.239126651,3,"[[1], [2, 3, 4]]"
0.02493,0.01832,0.01878,-0.0036,0.01889,0.01977,0.02265,0.02578,0.02821,0.03042,0.03164,0.04184,0.04704,0.06482,0.0612,0.06429,0.05642,0.0863,0.1377,0.11692,0.0655,0.04554,0.0419,0.04071,0.0355,0.03404,0.01544,0.00533,0.0307,0.0209,0.01443,0.02981,0.03712,0.04189,0.0527,0.10153,0.12887,0.17225,0.17958,0.16423,0.14208,0.1604,0.19253,0.17645,0.15563,0.13025,0.10019,0.13041,0.208252712,0.209551104,0.204885404,0.204034906,0.207324157,0.205267156,0.210336042,0.20990576,0.216035089,0.216522637,0.211345777,0.21413472,0.217610108,0.218030465,0.219057394,0.220610232,0.217221858,0.223188655,0.218423157,0.217341818,0.219579175,0.217802222,0.205652832,0.196468993,0.188889134,0.189800834,0.190022324,0.194474441,0.209115797,0.219197417,0.221093899,0.231904632,0.238462145,0.24600564,0.250086825,0.250192219,0.250563585,0.250958833,0.249327832,0.251005065,0.252639303,0.254845654,0.246074663,0.24697288,0.247732049,0.245980502,0.239126651,0.227084461,3,"[[1], [2, 3, 4]]"
